
2024/03/03 (13:36:01) | ===> btop++ v.1.3.2
2024/03/03 (13:41:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:41:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:42:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:43:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:44:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
